exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal_id_orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution (mm)	MRI.slice.thickness	Link.to.paper	Link.to.Download.data
y		from folder part2	4001	400118		1	1	2	rat		Long-Evans	m		300-547	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.52	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400118		1	1	3	rat		Long-Evans	m		300-548	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.53	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400118		1	1	4	rat		Long-Evans	m		300-549	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.54	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400119	rat027	1	1	1	rat		Long-Evans	m		300-550	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.55	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400119		1	1	2	rat		Long-Evans	m		300-551	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.56	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400119		1	1	3	rat		Long-Evans	m		300-552	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.57	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400119		1	1	4	rat		Long-Evans	m		300-553	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.58	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400120	rat028	1	1	1	rat		Long-Evans	m		300-554	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.59	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400120		1	1	2	rat		Long-Evans	m		300-555	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.60	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400120		1	1	3	rat		Long-Evans	m		300-556	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.61	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400120		1	1	4	rat		Long-Evans	m		300-557	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.62	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400121	rat029	1	1	1	rat		Long-Evans	m		300-558	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.63	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400121		1	1	2	rat		Long-Evans	m		300-559	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.64	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400121		1	1	3	rat		Long-Evans	m		300-560	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.65	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400121		1	1	4	rat		Long-Evans	m		300-561	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.66	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400122	rat030	1	1	1	rat		Long-Evans	m		300-562	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.67	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400122		1	1	2	rat		Long-Evans	m		300-563	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.68	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400123	rat033	1	1	1	rat		Long-Evans	m		300-564	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.69	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400123		1	1	2	rat		Long-Evans	m		300-565	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.70	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400123		1	1	3	rat		Long-Evans	m		300-566	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.71	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400123		1	1	4	rat		Long-Evans	m		300-567	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.72	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400124	rat034	1	1	1	rat		Long-Evans	m		300-568	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.73	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400124		1	1	2	rat		Long-Evans	m		300-569	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.74	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400125	rat035	1	1	1	rat		Long-Evans	m		300-570	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.75	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400125		1	1	2	rat		Long-Evans	m		300-571	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.76	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400126	rat036	1	1	1	rat		Long-Evans	m		300-572	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.77	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400126		1	1	2	rat		Long-Evans	m		300-573	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.78	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400126		1	1	3	rat		Long-Evans	m		300-574	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.79	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400127	rat037	1	1	1	rat		Long-Evans	m		300-575	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.80	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400127		1	1	2	rat		Long-Evans	m		300-576	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.81	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400127		1	1	3	rat		Long-Evans	m		300-577	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.82	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400127		1	1	4	rat		Long-Evans	m		300-578	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.83	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400128	rat038	1	1	1	rat		Long-Evans	m		300-579	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.84	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400128		1	1	2	rat		Long-Evans	m		300-580	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.85	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400128		1	1	3	rat		Long-Evans	m		300-581	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.86	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400128		1	1	4	rat		Long-Evans	m		300-582	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.87	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400129	rat039	1	1	1	rat		Long-Evans	m		300-583	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.88	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400129		1	1	2	rat		Long-Evans	m		300-584	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.89	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400129		1	1	3	rat		Long-Evans	m		300-585	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.90	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part2	4001	400129		1	1	4	rat		Long-Evans	m		300-586	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.91	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400130	rat040	1	1	1	rat		Long-Evans	m		300-500	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.5	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400130		1	1	2	rat		Long-Evans	m		300-501	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.6	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400130		1	1	3	rat		Long-Evans	m		300-502	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.7	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400130		1	1	4	rat		Long-Evans	m		300-503	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.8	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400131	rat041	1	1	1	rat		Long-Evans	m		300-504	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.9	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400131		1	1	2	rat		Long-Evans	m		300-505	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.10	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400131		1	1	3	rat		Long-Evans	m		300-506	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.11	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400131		1	1	4	rat		Long-Evans	m		300-507	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.12	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400132	rat042	1	1	1	rat		Long-Evans	m		300-508	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.13	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400132		1	1	2	rat		Long-Evans	m		300-509	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.14	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400132		1	1	3	rat		Long-Evans	m		300-510	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.15	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400132		1	1	4	rat		Long-Evans	m		300-511	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.16	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400133	rat043	1	1	1	rat		Long-Evans	m		300-512	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.17	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400133		1	1	2	rat		Long-Evans	m		300-513	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.18	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400133		1	1	3	rat		Long-Evans	m		300-514	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.19	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400133		1	1	4	rat		Long-Evans	m		300-515	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.20	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400134	rat044	1	1	1	rat		Long-Evans	m		300-516	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.21	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400134		1	1	2	rat		Long-Evans	m		300-517	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.22	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400134		1	1	3	rat		Long-Evans	m		300-518	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.23	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400134		1	1	4	rat		Long-Evans	m		300-519	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.24	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400135	rat045	1	1	1	rat		Long-Evans	m		300-520	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.25	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400135		1	1	2	rat		Long-Evans	m		300-521	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.26	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400136	rat046	1	1	1	rat		Long-Evans	m		300-522	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.27	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400136		1	1	2	rat		Long-Evans	m		300-523	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.28	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400136		1	1	3	rat		Long-Evans	m		300-524	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.29	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400136		1	1	4	rat		Long-Evans	m		300-525	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.30	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400137	rat047	1	1	1	rat		Long-Evans	m		300-526	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.31	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400137		1	1	2	rat		Long-Evans	m		300-527	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.32	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400137		1	1	3	rat		Long-Evans	m		300-528	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.33	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400137		1	1	4	rat		Long-Evans	m		300-529	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.34	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400138	rat048	1	1	1	rat		Long-Evans	m		300-530	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.35	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400138		1	1	2	rat		Long-Evans	m		300-531	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.36	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400138		1	1	3	rat		Long-Evans	m		300-532	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.37	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400138		1	1	4	rat		Long-Evans	m		300-533	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.38	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400139	rat049	1	1	1	rat		Long-Evans	m		300-534	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.39	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400139		1	1	2	rat		Long-Evans	m		300-535	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.40	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400139		1	1	3	rat		Long-Evans	m		300-536	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.41	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400139		1	1	4	rat		Long-Evans	m		300-537	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.42	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400140	rat050	1	1	1	rat		Long-Evans	m		300-538	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.43	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400140		1	1	2	rat		Long-Evans	m		300-539	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.44	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400140		1	1	3	rat		Long-Evans	m		300-540	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.45	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400140		1	1	4	rat		Long-Evans	m		300-541	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.46	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400141	rat051	1	1	1	rat		Long-Evans	m		300-542	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.47	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400141		1	1	2	rat		Long-Evans	m		300-543	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.48	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400141		1	1	3	rat		Long-Evans	m		300-544	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.49	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400141		1	1	4	rat		Long-Evans	m		300-545	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.50	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400142	rat052	1	1	1	rat		Long-Evans	m		300-546	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.51	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400142		1	1	2	rat		Long-Evans	m		300-547	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.52	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400142		1	1	3	rat		Long-Evans	m		300-548	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.53	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400142		1	1	4	rat		Long-Evans	m		300-549	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.54	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400143	rat053	1	1	1	rat		Long-Evans	m		300-550	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.55	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400143		1	1	2	rat		Long-Evans	m		300-551	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.56	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400143		1	1	3	rat		Long-Evans	m		300-552	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.57	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400143		1	1	4	rat		Long-Evans	m		300-553	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.58	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part3	4001	400144	rat054	1	1	1	rat		Long-Evans	m		300-554	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.59	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
